orig_10000251326_540_5s,3.4
orig_10000958013_540_5s,2.8
orig_10001646563_540_5s,3.6
orig_10001767205_540_5s,2.8
orig_10002025004_540_5s,2.6
orig_10002207236_540_5s,4
orig_10004838054_540_5s,3
orig_10004937375_540_5s,3.8
orig_10004945364_540_5s,3.6
orig_10005206083_540_5s,2.6
orig_10005430476_540_5s,2.6
orig_10005501126_540_5s,3.2
orig_10005592336_540_5s,3.6
orig_10005814894_540_5s,3
orig_10006095865_540_5s,2.8
orig_10006158815_540_5s,3.6
orig_10006225104_540_5s,3.4
orig_10006434483_540_5s,4
orig_10006824545_540_5s,3.2
orig_10006985874_540_5s,3.2
orig_10007125144_540_5s,3.8
orig_10007144274_540_5s,3
orig_10007156543_540_5s,3.6
orig_10007160286_540_5s,3.2
orig_10007202903_540_5s,2.6
orig_10007259736_540_5s,2.4
orig_10007266185_540_5s,3.6
orig_10007436806_540_5s,3.6
orig_10007472075_540_5s,3
orig_10007499104_540_5s,3.6
orig_10007508856_540_5s,3.4
orig_10007553766_540_5s,2.8
orig_10007562636_540_5s,3.6
orig_10007591225_540_5s,2.8
orig_10007676053_540_5s,3.4
orig_10007706256_540_5s,3
orig_10007765775_540_5s,3
orig_10007798396_540_5s,3.4
orig_10007809603_540_5s,4.2
orig_10007811994_540_5s,3.8
orig_10008004183_540_5s,3.8
orig_10008012003_540_5s,3.2
orig_10008199764_540_5s,3
orig_10008284774_540_5s,2.4
orig_10008467515_540_5s,3.2
orig_10008553263_540_5s,3.6
orig_10008962816_540_5s,3.4
orig_10009224333_540_5s,3.6
orig_10009608044_540_5s,3.2
orig_10009662916_540_5s,3.4
orig_10010456364_540_5s,3.2
orig_10010534764_540_5s,3
orig_10010719366_540_5s,3.8
orig_10010801643_540_5s,4.2
orig_10011053514_540_5s,3.8
orig_10011061534_540_5s,3
orig_10011062064_540_5s,3.8
orig_10011169015_540_5s,4
orig_10011241065_540_5s,3.4
orig_10011555465_540_5s,2.2
orig_10011557455_540_5s,2.8
orig_10011632586_540_5s,3.2
orig_10011701646_540_5s,3
orig_10011725614_540_5s,3.4
orig_10011814626_540_5s,3.2
orig_10011987845_540_5s,3.8
orig_10012116333_540_5s,3.2
orig_10012238206_540_5s,2.2
orig_10012824424_540_5s,4.4
orig_10012847416_540_5s,4
orig_10012990555_540_5s,2.8
orig_10013258214_540_5s,3.8
orig_10013321156_540_5s,2.8
orig_10013362424_540_5s,4.4
orig_10013365284_540_5s,3.6
orig_10013372094_540_5s,3.2
orig_10013396873_540_5s,4
orig_10013411946_540_5s,3.8
orig_10013423236_540_5s,3.2
orig_10013427046_540_5s,4.4
orig_10013440546_540_5s,3.6
orig_10013441246_540_5s,4
orig_10013698564_540_5s,2.4
orig_10013733486_540_5s,4
orig_10014107655_540_5s,3
orig_10014566295_540_5s,2
orig_10014591473_540_5s,2.8
orig_10014702575_540_5s,3.4
orig_10014767146_540_5s,3.2
orig_10014821783_540_5s,4.2
orig_10014831134_540_5s,4
orig_10015000824_540_5s,3.8
orig_10015213114_540_5s,4.2
orig_10015301044_540_5s,2
orig_10015364556_540_5s,2.8
orig_10015404736_540_5s,2.8
orig_10015443855_540_5s,2.2
orig_10015504523_540_5s,1.8
orig_10015604956_540_5s,1.6
orig_10015653405_540_5s,2.4
orig_10015713906_540_5s,4.4
orig_10015785976_540_5s,3
orig_10016118206_540_5s,3.4
orig_10016377746_540_5s,3
orig_10016382545_540_5s,3
orig_10016409216_540_5s,3.8
orig_10017158323_540_5s,3.4
orig_10017178975_540_5s,3.4
orig_10017297794_540_5s,4
orig_10017303604_540_5s,4.4
orig_10017542406_540_5s,4.4
orig_10019048055_540_5s,3.8
orig_10019365243_540_5s,2.8
orig_10019485755_540_5s,3.8
orig_10019628726_540_5s,2.2
orig_10019913435_540_5s,3.6
orig_10019996216_540_5s,2.4
orig_10020203895_540_5s,4.6
orig_10020565034_540_5s,3.4
orig_10020570684_540_5s,4.2
orig_10020611266_540_5s,3.6
orig_10020618715_540_5s,3.4
orig_10020622206_540_5s,3.4
orig_10020690973_540_5s,3.2
orig_10022104903_540_5s,2.6
orig_10022295695_540_5s,3.8
orig_10023068726_540_5s,3.6
orig_10023166634_540_5s,4.6
orig_10023555633_540_5s,3.8
orig_10023611244_540_5s,4.2
orig_10023648666_540_5s,4
orig_10023807496_540_5s,3.8
orig_10023881763_540_5s,3.2
orig_10023950366_540_5s,4
orig_10023980785_540_5s,4
