orig_18805734436_540_5s,2
orig_18806244701_540_5s,3
orig_18806674096_540_5s,2.2
orig_18806697691_540_5s,3.8
orig_18806708756_540_5s,3
orig_18806786940_540_5s,3.4
orig_18807196428_540_5s,3.6
orig_18808103271_540_5s,3.4
orig_18808174272_540_5s,3.4
orig_18808365399_540_5s,2.2
orig_18808633591_540_5s,3.8
orig_18809412880_540_5s,3
orig_18809834010_540_5s,2.2
orig_18810556059_540_5s,3
orig_18810579509_540_5s,3.8
orig_18811122831_540_5s,3.8
orig_18811304935_540_5s,2.6
orig_18812488532_540_5s,3
orig_18813129646_540_5s,2.4
orig_18813391145_540_5s,4
orig_18813788572_540_5s,3.2
orig_18813868842_540_5s,2.8
orig_18814429905_540_5s,2.8
orig_18815166642_540_5s,2.8
orig_18815314001_540_5s,3
orig_18815357779_540_5s,2.4
orig_18815564500_540_5s,3.6
orig_18815787466_540_5s,3
orig_18817251950_540_5s,4
orig_18817453388_540_5s,4
orig_18817621560_540_5s,3.6
orig_18818281919_540_5s,3
orig_18818284029_540_5s,3.6
orig_18818709650_540_5s,3.2
orig_18818718888_540_5s,2.8
orig_18818822088_540_5s,3.6
orig_18819236799_540_5s,3
orig_18819552809_540_5s,3.8
orig_18819741760_540_5s,3.2
orig_18820141575_540_5s,3.8
orig_18820173788_540_5s,3.6
orig_18820182815_540_5s,3.8
orig_18820392428_540_5s,3.6
orig_18820480495_540_5s,3.4
orig_18820550121_540_5s,3.2
orig_18820680976_540_5s,3.8
orig_18820700856_540_5s,3.8
orig_18820724806_540_5s,3.8
orig_18821163600_540_5s,3.2
orig_18821338876_540_5s,3
orig_18821452126_540_5s,3.4
orig_18821504169_540_5s,3.6
orig_18821553446_540_5s,2.2
orig_18821628926_540_5s,3.2
orig_18821779301_540_5s,3.4
orig_18822022316_540_5s,3
orig_18822169779_540_5s,3.2
orig_18822174380_540_5s,1.6
orig_18822208470_540_5s,3.8
orig_18822298160_540_5s,3.2
orig_18822354990_540_5s,4
orig_18822394616_540_5s,4.4
orig_18822695590_540_5s,4
orig_18822717509_540_5s,2.8
orig_18822774350_540_5s,3.8
orig_18822832110_540_5s,3.2
orig_18823005029_540_5s,3.6
orig_18823167060_540_5s,4.2
orig_18823226701_540_5s,3.2
orig_18823249099_540_5s,2.8
orig_18823282418_540_5s,3.4
orig_18823294826_540_5s,3.8
orig_18823356312_540_5s,4.4
orig_18823580631_540_5s,3.2
orig_18823593529_540_5s,3.6
orig_18824167970_540_5s,2.2
orig_18824193878_540_5s,3.4
orig_18824482679_540_5s,3.4
orig_18824500715_540_5s,3
orig_18824517719_540_5s,3.4
orig_18824553069_540_5s,3
orig_18825113010_540_5s,2.8
orig_18825237512_540_5s,3.8
orig_18827222101_540_5s,1.6
orig_18827261982_540_5s,3.2
orig_18827319831_540_5s,3.2
orig_18828155941_540_5s,3.2
orig_18828677159_540_5s,3.6
orig_18830089106_540_5s,3.4
orig_18830180946_540_5s,3.8
orig_18830462296_540_5s,1.4
orig_18830506766_540_5s,2.2
orig_18830627576_540_5s,2.4
orig_18830642376_540_5s,2.2
orig_18832255151_540_5s,2.8
orig_18832903478_540_5s,3
orig_18833084281_540_5s,3.6
orig_18833205765_540_5s,2.8
orig_18833364960_540_5s,3.6
orig_18833578118_540_5s,2.8
orig_18834086288_540_5s,3.8
orig_18835158059_540_5s,3.4
orig_18835625911_540_5s,3.2
orig_18836115508_540_5s,3.2
orig_18836574028_540_5s,3.8
orig_18836656782_540_5s,3.6
orig_18837465972_540_5s,3.6
orig_18838747158_540_5s,3
orig_18838925659_540_5s,4.4
orig_18839589935_540_5s,4
orig_18839708105_540_5s,3.4
orig_18840399421_540_5s,3.6
orig_18840517059_540_5s,3.8
orig_18840951772_540_5s,3.4
orig_18841402345_540_5s,3.4
orig_18841485315_540_5s,3
orig_18841840252_540_5s,3.2
orig_18841869115_540_5s,3
orig_18841997189_540_5s,3.6
orig_18842499812_540_5s,3.6
orig_18842516192_540_5s,2.6
orig_18842708072_540_5s,3.4
orig_18842905032_540_5s,3
orig_18843190625_540_5s,3.8
orig_18844707209_540_5s,4
orig_18845023811_540_5s,3.2
orig_18845095821_540_5s,2.6
orig_18845687206_540_5s,2.6
